Cod_Prov;Mes;Cantidad de Unidades;Producto
CRR;jul-23;840;CF001
CRR;ago-23;1184;CF001
CRR;sep-23;1161;CF001
CRR;oct-23;1230;CF001
CRR;nov-23;1628;CF001
CRR;dic-23;1200;CF001
ERI;ene-23;111;CF001
ERI;feb-23;284;CF001
ERI;mar-23;381;CF001
ERI;abr-23;512;CF001
ERI;may-23;600;CF001
ERI;jun-23;642;CF001
ERI;jul-23;924;CF001
ERI;ago-23;920;CF001
ERI;sep-23;918;CF001
ERI;oct-23;1300;CF001
ERI;nov-23;1188;CF001
ERI;dic-23;1440;CF001
FOR;ene-23;136;CF001
FOR;feb-23;256;CF001
FOR;mar-23;414;CF001
FOR;abr-23;504;CF001
FOR;may-23;595;CF001
FOR;jun-23;684;CF001
FOR;jul-23;770;CF001
FOR;ago-23;1160;CF001
FOR;sep-23;900;CF001
FOR;oct-23;1400;CF001
FOR;nov-23;1463;CF001
FOR;dic-23;1356;CF001
JUJ;ene-23;91;CF001
JUJ;feb-23;152;CF001
JUJ;mar-23;438;CF001
JUJ;abr-23;524;CF001
JUJ;may-23;675;CF001
JUJ;jun-23;606;CF001
JUJ;jul-23;91;CF001
JUJ;ago-23;856;CF001
JUJ;sep-23;153;CF001
JUJ;oct-23;1410;CF001
JUJ;nov-23;1155;CF001
JUJ;dic-23;1128;CF001
LPA;ene-23;1172;CF001
LPA;feb-23;2136;CF001
LPA;mar-23;4329;CF001
LPA;abr-23;5064;CF001
LPA;may-23;5060;CF001
LPA;jun-23;7866;CF001
LPA;jul-23;8484;CF001
LPA;ago-23;11280;CF001
LPA;sep-23;11898;CF001
LPA;oct-23;14310;CF001
LPA;nov-23;15323;CF001
LPA;dic-23;12936;CF001
LRI;ene-23;793;CF001
LRI;feb-23;956;CF001
LRI;mar-23;477;CF001
LRI;abr-23;2856;CF001
LRI;may-23;1980;CF001
LRI;jun-23;4680;CF001
LRI;jul-23;4942;CF001
LRI;ago-23;2480;CF001
LRI;sep-23;11160;CF001
LRI;oct-23;5730;CF001
LRI;nov-23;1320;CF001
LRI;dic-23;2376;CF001
MEN;ene-23;3547;CF001
MEN;feb-23;23534;CF001
MEN;mar-23;8457;CF001
MEN;abr-23;55996;CF001
MEN;may-23;8365;CF001
MEN;jun-23;15372;CF001
MEN;jul-23;93464;CF001
MEN;ago-23;38232;CF001
MEN;sep-23;101889;CF001
MEN;oct-23;13820;CF001
MEN;nov-23;53867;CF001
MEN;dic-23;22272;CF001
MIS;ene-23;150;CF001
MIS;feb-23;190;CF001
MIS;mar-23;228;CF001
MIS;abr-23;104;CF001
MIS;may-23;115;CF001
MIS;jun-23;540;CF001
MIS;jul-23;819;CF001
MIS;ago-23;1072;CF001
MIS;sep-23;792;CF001
MIS;oct-23;400;CF001
MIS;nov-23;176;CF001
MIS;dic-23;1692;CF001
NEU;ene-23;1491;CF001
NEU;feb-23;2014;CF001
NEU;mar-23;3648;CF001
NEU;abr-23;5512;CF001
NEU;may-23;5955;CF001
NEU;jun-23;6270;CF001
NEU;jul-23;8127;CF001
NEU;ago-23;11136;CF001
NEU;sep-23;11646;CF001
NEU;oct-23;10800;CF001
NEU;nov-23;14993;CF001
NEU;dic-23;15720;CF001
RNE;ene-23;1437;CF001
RNE;feb-23;2022;CF001
RNE;mar-23;3675;CF001
RNE;abr-23;4448;CF001
RNE;may-23;6675;CF001
RNE;jun-23;7440;CF001
RNE;jul-23;9758;CF001
RNE;ago-23;11256;CF001
RNE;sep-23;12861;CF001
RNE;oct-23;10370;CF001
RNE;nov-23;14256;CF001
RNE;dic-23;15492;CF001
SAL;ene-23;104;CF001
SAL;feb-23;208;CF001
SAL;mar-23;189;CF001
SAL;abr-23;524;CF001
SAL;may-23;530;CF001
SAL;jun-23;834;CF001
SAL;jul-23;553;CF001
SAL;ago-23;784;CF001
SAL;sep-23;1206;CF001
SAL;oct-23;690;CF001
SAL;nov-23;1408;CF001
SAL;dic-23;1716;CF001
SJA;ene-23;1422;CF001
SJA;feb-23;2938;CF001
SJA;mar-23;3933;CF001
SJA;abr-23;4044;CF001
SJA;may-23;7460;CF001
SJA;jun-23;8892;CF001
SJA;jul-23;9289;CF001
SJA;ago-23;10760;CF001
SJA;sep-23;11097;CF001
SJA;oct-23;11510;CF001
SJA;nov-23;14542;CF001
SJA;dic-23;13212;CF001
SLU;ene-23;1215;CF001
SLU;feb-23;2172;CF001
SLU;mar-23;3204;CF001
SLU;abr-23;4808;CF001
SLU;may-23;6270;CF001
SLU;jun-23;7650;CF001
SLU;jul-23;8344;CF001
SLU;ago-23;9728;CF001
SLU;sep-23;9000;CF001
SLU;oct-23;11300;CF001
SLU;nov-23;13530;CF001
SLU;dic-23;13044;CF001
SCR;ene-23;615;CF001
SCR;feb-23;1278;CF001
SCR;mar-23;1989;CF001
SCR;abr-23;2744;CF001
SCR;may-23;3595;CF001
SCR;jun-23;4344;CF001
SCR;jul-23;4557;CF001
SCR;ago-23;5880;CF001
SCR;sep-23;5346;CF001
SCR;oct-23;7260;CF001
SCR;nov-23;7667;CF001
SCR;dic-23;8184;CF001
SFE;ene-23;629;CF001
SFE;feb-23;1420;CF001
SFE;mar-23;1653;CF001
SFE;abr-23;2380;CF001
SFE;may-23;3175;CF001
SFE;jun-23;3090;CF001
SFE;jul-23;3773;CF001
SFE;ago-23;4184;CF001
SFE;sep-23;5625;CF001
SFE;oct-23;5400;CF001
SFE;nov-23;7975;CF001
SFE;dic-23;6336;CF001
SDE;ene-23;76;CF001
SDE;feb-23;282;CF001
SDE;mar-23;252;CF001
SDE;abr-23;128;CF001
SDE;may-23;460;CF001
SDE;jun-23;540;CF001
SDE;jul-23;693;CF001
SDE;ago-23;536;CF001
SDE;sep-23;972;CF001
SDE;oct-23;1200;CF001
SDE;nov-23;1452;CF001
SDE;dic-23;1236;CF001
TDF;ene-23;502;CF001
TDF;feb-23;1338;CF001
TDF;mar-23;2211;CF001
TDF;abr-23;2764;CF001
TDF;may-23;3615;CF001
TDF;jun-23;3138;CF001
TDF;jul-23;5033;CF001
TDF;ago-23;4136;CF001
TDF;sep-23;4518;CF001
TDF;oct-23;5280;CF001
TDF;nov-23;8239;CF001
TDF;dic-23;6024;CF001
TUC;ene-23;39;CF001
TUC;feb-23;202;CF001
TUC;mar-23;234;CF001
TUC;abr-23;476;CF001
TUC;may-23;200;CF001
TUC;jun-23;564;CF001
TUC;jul-23;84;CF001
TUC;ago-23;440;CF001
TUC;sep-23;387;CF001
TUC;oct-23;750;CF001
TUC;nov-23;352;CF001
TUC;dic-23;396;CF001
BUE;ene-23;5765;CM002
BUE;feb-23;23928;CM002
BUE;mar-23;19428;CM002
BUE;abr-23;39848;CM002
BUE;may-23;73265;CM002
BUE;jun-23;66006;CM002
BUE;jul-23;40971;CM002
BUE;ago-23;70816;CM002
BUE;sep-23;58149;CM002
BUE;oct-23;55570;CM002
BUE;nov-23;158807;CM002
BUE;dic-23;135468;CM002
CAT;ene-23;1050;CM002
CAT;feb-23;2780;CM002
CAT;mar-23;4245;CM002
CAT;abr-23;4440;CM002
CAT;may-23;5760;CM002
CAT;jun-23;7386;CM002
CAT;jul-23;3584;CM002
CAT;ago-23;5320;CM002
CAT;sep-23;9378;CM002
CAT;oct-23;9390;CM002
CAT;nov-23;10978;CM002
CAT;dic-23;13248;CM002
CHA;ene-23;126;CM002
CHA;feb-23;242;CM002
CHA;mar-23;288;CM002
CHA;abr-23;256;CM002
CHA;may-23;340;CM002
CHA;jun-23;552;CM002
CHA;jul-23;966;CM002
CHA;ago-23;448;CM002
CHA;sep-23;459;CM002
CHA;oct-23;860;CM002
CHA;nov-23;1045;CM002
CHA;dic-23;936;CM002
CHU;ene-23;1093;CM002
CHU;feb-23;2528;CM002
CHU;mar-23;3522;CM002
CHU;abr-23;4196;CM002
CHU;may-23;6080;CM002
CHU;jun-23;7092;CM002
CHU;jul-23;8358;CM002
CHU;ago-23;11632;CM002
CHU;sep-23;13059;CM002
CHU;oct-23;12660;CM002
CHU;nov-23;16049;CM002
CHU;dic-23;13620;CM002
COR;ene-23;16324;CM002
COR;feb-23;26686;CM002
COR;mar-23;37290;CM002
COR;abr-23;47696;CM002
COR;may-23;72435;CM002
COR;jun-23;93126;CM002
COR;jul-23;90552;CM002
COR;ago-23;115544;CM002
COR;sep-23;101475;CM002
COR;oct-23;146740;CM002
COR;nov-23;144595;CM002
COR;dic-23;185460;CM002
CRR;ene-23;123;CM002
CRR;feb-23;216;CM002
CRR;mar-23;396;CM002
CRR;abr-23;548;CM002
CRR;may-23;505;CM002
CRR;jun-23;834;CM002
CRR;jul-23;966;CM002
CRR;ago-23;1104;CM002
CRR;sep-23;1305;CM002
CRR;oct-23;1200;CM002
CRR;nov-23;1573;CM002
CRR;dic-23;1740;CM002
ERI;ene-23;129;CM002
ERI;feb-23;226;CM002
ERI;mar-23;357;CM002
ERI;abr-23;400;CM002
ERI;may-23;555;CM002
ERI;jun-23;840;CM002
ERI;jul-23;861;CM002
ERI;ago-23;960;CM002
ERI;sep-23;1008;CM002
ERI;oct-23;1180;CM002
ERI;nov-23;1122;CM002
ERI;dic-23;1728;CM002
FOR;ene-23;150;CM002
FOR;feb-23;208;CM002
FOR;mar-23;450;CM002
FOR;abr-23;544;CM002
FOR;may-23;575;CM002
FOR;jun-23;894;CM002
FOR;jul-23;763;CM002
FOR;ago-23;1136;CM002
FOR;sep-23;927;CM002
FOR;oct-23;1200;CM002
FOR;nov-23;1155;CM002
FOR;dic-23;1200;CM002
JUJ;ene-23;24;CM002
JUJ;feb-23;92;CM002
JUJ;mar-23;240;CM002
JUJ;abr-23;568;CM002
JUJ;may-23;595;CM002
JUJ;jun-23;408;CM002
JUJ;jul-23;805;CM002
JUJ;ago-23;304;CM002
JUJ;sep-23;756;CM002
JUJ;oct-23;350;CM002
JUJ;nov-23;440;CM002
JUJ;dic-23;1632;CM002
LPA;ene-23;1038;CM002
LPA;feb-23;2580;CM002
LPA;mar-23;3195;CM002
LPA;abr-23;4004;CM002
LPA;may-23;7150;CM002
LPA;jun-23;6570;CM002
LPA;jul-23;9674;CM002
LPA;ago-23;8416;CM002
LPA;sep-23;13086;CM002
LPA;oct-23;10560;CM002
LPA;nov-23;15708;CM002
LPA;dic-23;12408;CM002
LRI;ene-23;1228;CM002
LRI;feb-23;1600;CM002
LRI;mar-23;1227;CM002
LRI;abr-23;900;CM002
LRI;may-23;5325;CM002
LRI;jun-23;4248;CM002
LRI;jul-23;8785;CM002
LRI;ago-23;8864;CM002
LRI;sep-23;4608;CM002
LRI;oct-23;12370;CM002
LRI;nov-23;5423;CM002
LRI;dic-23;9060;CM002
MEN;ene-23;7703;CM002
MEN;feb-23;4464;CM002
MEN;mar-23;24681;CM002
MEN;abr-23;40660;CM002
MEN;may-23;38255;CM002
MEN;jun-23;43746;CM002
MEN;jul-23;35959;CM002
MEN;ago-23;47712;CM002
MEN;sep-23;24813;CM002
MEN;oct-23;21570;CM002
MEN;nov-23;133936;CM002
MEN;dic-23;54300;CM002
MIS;ene-23;95;CM002
MIS;feb-23;294;CM002
MIS;mar-23;78;CM002
MIS;abr-23;388;CM002
MIS;may-23;570;CM002
MIS;jun-23;96;CM002
MIS;jul-23;931;CM002
MIS;ago-23;1088;CM002
MIS;sep-23;972;CM002
MIS;oct-23;1260;CM002
MIS;nov-23;286;CM002
MIS;dic-23;1080;CM002
NEU;ene-23;1271;CM002
NEU;feb-23;2166;CM002
NEU;mar-23;3681;CM002
NEU;abr-23;5736;CM002
NEU;may-23;5370;CM002
NEU;jun-23;6912;CM002
NEU;jul-23;9639;CM002
NEU;ago-23;8152;CM002
NEU;sep-23;9927;CM002
NEU;oct-23;14720;CM002
NEU;nov-23;15103;CM002
NEU;dic-23;12864;CM002
RNE;ene-23;1044;CM002
RNE;feb-23;2548;CM002
RNE;mar-23;3888;CM002
RNE;abr-23;4764;CM002
RNE;may-23;6790;CM002
RNE;jun-23;7290;CM002
RNE;jul-23;8575;CM002
RNE;ago-23;8864;CM002
RNE;sep-23;9396;CM002
RNE;oct-23;13380;CM002
RNE;nov-23;16049;CM002
RNE;dic-23;13812;CM002
SAL;ene-23;109;CM002
SAL;feb-23;230;CM002
SAL;mar-23;282;CM002
SAL;abr-23;192;CM002
SAL;may-23;175;CM002
SAL;jun-23;336;CM002
SAL;jul-23;91;CM002
SAL;ago-23;920;CM002
SAL;sep-23;1116;CM002
SAL;oct-23;220;CM002
SAL;nov-23;495;CM002
SAL;dic-23;264;CM002
SJA;ene-23;1169;CM002
SJA;feb-23;2106;CM002
SJA;mar-23;3774;CM002
SJA;abr-23;5452;CM002
SJA;may-23;5005;CM002
SJA;jun-23;8988;CM002
SJA;jul-23;10059;CM002
SJA;ago-23;11728;CM002
SJA;sep-23;9126;CM002
SJA;oct-23;14310;CM002
SJA;nov-23;14641;CM002
SJA;dic-23;16668;CM002
SLU;ene-23;1417;CM002
SLU;feb-23;2778;CM002
SLU;mar-23;4368;CM002
SLU;abr-23;5432;CM002
SLU;may-23;6210;CM002
SLU;jun-23;6204;CM002
SLU;jul-23;9443;CM002
SLU;ago-23;11856;CM002
SLU;sep-23;12879;CM002
SLU;oct-23;12540;CM002
SLU;nov-23;11506;CM002
SLU;dic-23;13524;CM002
SCR;ene-23;529;CM002
SCR;feb-23;1022;CM002
SCR;mar-23;1839;CM002
SCR;abr-23;2392;CM002
SCR;may-23;2735;CM002
SCR;jun-23;3240;CM002
SCR;jul-23;3563;CM002
SCR;ago-23;5448;CM002
SCR;sep-23;4959;CM002
SCR;oct-23;7420;CM002
SCR;nov-23;6600;CM002
SCR;dic-23;6912;CM002
SFE;ene-23;673;CM002
SFE;feb-23;1414;CM002
SFE;mar-23;1623;CM002
SFE;abr-23;2620;CM002
SFE;may-23;2965;CM002
SFE;jun-23;3840;CM002
SFE;jul-23;3864;CM002
SFE;ago-23;5608;CM002
SFE;sep-23;6345;CM002
SFE;oct-23;5880;CM002
SFE;nov-23;6512;CM002
SFE;dic-23;7584;CM002
SDE;ene-23;32;CM002
SDE;feb-23;122;CM002
SDE;mar-23;141;CM002
SDE;abr-23;376;CM002
SDE;may-23;610;CM002
SDE;jun-23;330;CM002
SDE;jul-23;420;CM002
SDE;ago-23;1176;CM002
SDE;sep-23;1314;CM002
SDE;oct-23;380;CM002
SDE;nov-23;1386;CM002
SDE;dic-23;924;CM002
TDF;ene-23;512;CM002
TDF;feb-23;1456;CM002
TDF;mar-23;1806;CM002
TDF;abr-23;2028;CM002
TDF;may-23;3690;CM002
TDF;jun-23;3498;CM002
TDF;jul-23;3927;CM002
TDF;ago-23;5264;CM002
TDF;sep-23;6003;CM002
TDF;oct-23;5560;CM002
TDF;nov-23;7007;CM002
TDF;dic-23;6324;CM002
TUC;ene-23;87;CM002
TUC;feb-23;74;CM002
TUC;mar-23;270;CM002
TUC;abr-23;312;CM002
TUC;may-23;550;CM002
TUC;jun-23;342;CM002
TUC;jul-23;847;CM002
TUC;ago-23;784;CM002
TUC;sep-23;252;CM002
TUC;oct-23;110;CM002
TUC;nov-23;1408;CM002
TUC;dic-23;528;CM002
BUE;ene-23;12811;CM059
BUE;feb-23;17470;CM059
BUE;mar-23;24543;CM059
BUE;abr-23;55812;CM059
BUE;may-23;62870;CM059
BUE;jun-23;60966;CM059
BUE;jul-23;77336;CM059
BUE;ago-23;44344;CM059
BUE;sep-23;64854;CM059
BUE;oct-23;125310;CM059
BUE;nov-23;97878;CM059
BUE;dic-23;139212;CM059
CAT;ene-23;1050;CM059
CAT;feb-23;2384;CM059
CAT;mar-23;3570;CM059
CAT;abr-23;2212;CM059
CAT;may-23;3290;CM059
CAT;jun-23;8544;CM059
CAT;jul-23;9114;CM059
CAT;ago-23;7608;CM059
CAT;sep-23;4644;CM059
CAT;oct-23;10140;CM059
CAT;nov-23;13431;CM059
CAT;dic-23;12828;CM059
CHA;ene-23;82;CM059
CHA;feb-23;152;CM059
CHA;mar-23;204;CM059
CHA;abr-23;380;CM059
CHA;may-23;475;CM059
CHA;jun-23;450;CM059
CHA;jul-23;1015;CM059
CHA;ago-23;992;CM059
CHA;sep-23;639;CM059
CHA;oct-23;670;CM059
CHA;nov-23;902;CM059
CHA;dic-23;1728;CM059
CHU;ene-23;1112;CM059
CHU;feb-23;2994;CM059
CHU;mar-23;3747;CM059
CHU;abr-23;5668;CM059
CHU;may-23;5410;CM059
CHU;jun-23;7218;CM059
CHU;jul-23;9114;CM059
CHU;ago-23;8592;CM059
CHU;sep-23;12501;CM059
CHU;oct-23;10870;CM059
CHU;nov-23;14685;CM059
CHU;dic-23;16008;CM059
COR;ene-23;11693;CM059
COR;feb-23;31306;CM059
COR;mar-23;37257;CM059
COR;abr-23;58696;CM059
COR;may-23;56595;CM059
COR;jun-23;85668;CM059
COR;jul-23;108878;CM059
COR;ago-23;90552;CM059
COR;sep-23;117216;CM059
COR;oct-23;149490;CM059
COR;nov-23;132253;CM059
COR;dic-23;178068;CM059
CRR;ene-23;122;CM059
CRR;feb-23;232;CM059
CRR;mar-23;375;CM059
CRR;abr-23;408;CM059
CRR;may-23;665;CM059
CRR;jun-23;666;CM059
CRR;jul-23;882;CM059
CRR;ago-23;944;CM059
CRR;sep-23;972;CM059
CRR;oct-23;1300;CM059
CRR;nov-23;1408;CM059
CRR;dic-23;1704;CM059
ERI;ene-23;121;CM059
ERI;feb-23;218;CM059
ERI;mar-23;417;CM059
ERI;abr-23;428;CM059
ERI;may-23;635;CM059
ERI;jun-23;780;CM059
ERI;jul-23;826;CM059
ERI;ago-23;880;CM059
ERI;sep-23;1116;CM059
ERI;oct-23;1130;CM059
ERI;nov-23;1243;CM059
ERI;dic-23;1752;CM059
FOR;ene-23;134;CM059
FOR;feb-23;212;CM059
FOR;mar-23;348;CM059
FOR;abr-23;532;CM059
FOR;may-23;685;CM059
FOR;jun-23;768;CM059
FOR;jul-23;952;CM059
FOR;ago-23;944;CM059
FOR;sep-23;1116;CM059
FOR;oct-23;1130;CM059
FOR;nov-23;1265;CM059
FOR;dic-23;1572;CM059
JUJ;ene-23;136;CM059
JUJ;feb-23;56;CM059
JUJ;mar-23;327;CM059
JUJ;abr-23;204;CM059
JUJ;may-23;685;CM059
JUJ;jun-23;384;CM059
JUJ;jul-23;126;CM059
JUJ;ago-23;544;CM059
JUJ;sep-23;954;CM059
JUJ;oct-23;660;CM059
JUJ;nov-23;1023;CM059
JUJ;dic-23;708;CM059
LPA;ene-23;1397;CM059
LPA;feb-23;2330;CM059
LPA;mar-23;3321;CM059
LPA;abr-23;4024;CM059
LPA;may-23;5210;CM059
LPA;jun-23;8484;CM059
LPA;jul-23;9576;CM059
LPA;ago-23;10560;CM059
LPA;sep-23;11070;CM059
LPA;oct-23;11100;CM059
LPA;nov-23;16357;CM059
LPA;dic-23;14604;CM059
LRI;ene-23;917;CM059
LRI;feb-23;274;CM059
LRI;mar-23;489;CM059
LRI;abr-23;5456;CM059
LRI;may-23;1205;CM059
LRI;jun-23;8412;CM059
LRI;jul-23;2611;CM059
LRI;ago-23;10088;CM059
LRI;sep-23;11160;CM059
LRI;oct-23;1400;CM059
LRI;nov-23;13563;CM059
LRI;dic-23;14376;CM059
MEN;ene-23;10306;CM059
MEN;feb-23;16078;CM059
MEN;mar-23;22248;CM059
MEN;abr-23;28640;CM059
MEN;may-23;69420;CM059
MEN;jun-23;14610;CM059
MEN;jul-23;30744;CM059
MEN;ago-23;47328;CM059
MEN;sep-23;63027;CM059
MEN;oct-23;64210;CM059
MEN;nov-23;74822;CM059
MEN;dic-23;119724;CM059
MIS;ene-23;140;CM059
MIS;feb-23;298;CM059
MIS;mar-23;51;CM059
MIS;abr-23;168;CM059
MIS;may-23;310;CM059
MIS;jun-23;558;CM059
MIS;jul-23;700;CM059
MIS;ago-23;960;CM059
MIS;sep-23;774;CM059
MIS;oct-23;780;CM059
MIS;nov-23;1628;CM059
MIS;dic-23;948;CM059
NEU;ene-23;1405;CM059
NEU;feb-23;2728;CM059
NEU;mar-23;4200;CM059
NEU;abr-23;5676;CM059
NEU;may-23;5250;CM059
NEU;jun-23;6618;CM059
NEU;jul-23;8582;CM059
NEU;ago-23;8192;CM059
NEU;sep-23;11205;CM059
NEU;oct-23;11190;CM059
NEU;nov-23;13299;CM059
NEU;dic-23;15240;CM059
RNE;ene-23;1395;CM059
RNE;feb-23;2984;CM059
RNE;mar-23;3735;CM059
RNE;abr-23;5992;CM059
RNE;may-23;6350;CM059
RNE;jun-23;6264;CM059
RNE;jul-23;8876;CM059
RNE;ago-23;10200;CM059
RNE;sep-23;13068;CM059
RNE;oct-23;14260;CM059
RNE;nov-23;13409;CM059
RNE;dic-23;14292;CM059
SAL;ene-23;104;CM059
SAL;feb-23;244;CM059
SAL;mar-23;432;CM059
SAL;abr-23;548;CM059
SAL;may-23;330;CM059
SAL;jun-23;534;CM059
SAL;jul-23;329;CM059
SAL;ago-23;232;CM059
SAL;sep-23;594;CM059
SAL;oct-23;1160;CM059
SAL;nov-23;836;CM059
SAL;dic-23;864;CM059
SJA;ene-23;1072;CM059
SJA;feb-23;2688;CM059
SJA;mar-23;4110;CM059
SJA;abr-23;4972;CM059
SJA;may-23;6265;CM059
SJA;jun-23;8322;CM059
SJA;jul-23;9716;CM059
SJA;ago-23;8336;CM059
SJA;sep-23;13077;CM059
SJA;oct-23;14870;CM059
SJA;nov-23;11484;CM059
SJA;dic-23;15108;CM059
SLU;ene-23;1489;CM059
SLU;feb-23;2614;CM059
SLU;mar-23;3078;CM059
SLU;abr-23;5196;CM059
SLU;may-23;6230;CM059
SLU;jun-23;8892;CM059
SLU;jul-23;9632;CM059
SLU;ago-23;10544;CM059
SLU;sep-23;9675;CM059
SLU;oct-23;14500;CM059
SLU;nov-23;15191;CM059
SLU;dic-23;12252;CM059
SCR;ene-23;719;CM059
SCR;feb-23;1230;CM059
SCR;mar-23;2157;CM059
SCR;abr-23;2992;CM059
SCR;may-23;2610;CM059
SCR;jun-23;3408;CM059
SCR;jul-23;4438;CM059
SCR;ago-23;5080;CM059
SCR;sep-23;4986;CM059
SCR;oct-23;6330;CM059
SCR;nov-23;6193;CM059
SCR;dic-23;7224;CM059
SFE;ene-23;620;CM059
SFE;feb-23;1110;CM059
SFE;mar-23;2247;CM059
SFE;abr-23;2652;CM059
SFE;may-23;3705;CM059
SFE;jun-23;3330;CM059
SFE;jul-23;5159;CM059
SFE;ago-23;5080;CM059
SFE;sep-23;4932;CM059
SFE;oct-23;5140;CM059
SFE;nov-23;6479;CM059
SFE;dic-23;8088;CM059
SDE;ene-23;12;CM059
SDE;feb-23;88;CM059
SDE;mar-23;426;CM059
SDE;abr-23;172;CM059
SDE;may-23;625;CM059
SDE;jun-23;312;CM059
SDE;jul-23;259;CM059
SDE;ago-23;264;CM059
SDE;sep-23;630;CM059
SDE;oct-23;1160;CM059
SDE;nov-23;671;CM059
SDE;dic-23;1104;CM059
TDF;ene-23;521;CM059
TDF;feb-23;1000;CM059
TDF;mar-23;1788;CM059
TDF;abr-23;2292;CM059
TDF;may-23;3665;CM059
TDF;jun-23;3390;CM059
TDF;jul-23;4529;CM059
TDF;ago-23;4176;CM059
TDF;sep-23;6408;CM059
TDF;oct-23;6590;CM059
TDF;nov-23;6435;CM059
TDF;dic-23;8244;CM059
TUC;ene-23;35;CM059
TUC;feb-23;256;CM059
TUC;mar-23;105;CM059
TUC;abr-23;360;CM059
TUC;may-23;520;CM059
TUC;jun-23;504;CM059
TUC;jul-23;686;CM059
TUC;ago-23;1024;CM059
TUC;sep-23;810;CM059
TUC;oct-23;290;CM059
TUC;nov-23;528;CM059
TUC;dic-23;1080;CM059
